stop_code,name,lat,lon,routes_array
151062,4420 W @ 4955 S,40.661354,-111.996354,78725-80333
151072,5400 S @ 4820 W,40.652904,-112.006608,78761-80351
151075,5400 S @ 5158 W,40.653111,-112.014015,78761-80351
151076,5400 S @ 5238 W,40.653131,-112.015891,78761-80351
151077,5400 S @ 5354 W,40.653122,-112.018716,78761-80351
151098,6200 S @ 5479 W,40.638485,-112.021903,78835-80413
151099,6200 S @ 5367 W,40.638481,-112.019112,78835-80413
151100,CLERNATES DR @ 6718 S,40.629374,-112.017506,78771-81390
151101,CLERNATES DR @ 6852 S,40.626852,-112.018008,78771-81390
151109,COUGAR LN @ 6425 S,40.634565,-112.007221,78726-78771-80366-81390
151120,LODESTONE AVE @ 5620 W,40.642274,-112.025055,78761-78771-80351-81390
151121,COPPER CITY DR @ 5978 S,40.642687,-112.033633,78761-78835-80351-80413
151124,COPPER CITY DR @ 5424 S,40.652714,-112.031493,78761-78835-80351-80413
151125,COPPER CITY DR @ 5618 S,40.649241,-112.031468,78761-78835-80351-80413
151126,COPPER CITY DR @ 5828 S,40.645412,-112.033345,78761-78835-80351-80413
151131,4800 W @ 5815 S,40.645425,-112.005409,78726-80366
151133,4800 W @ 5846 S,40.644912,-112.005642,78726-80366
152001,2700 W @ 5410 S,40.652618,-111.957986,78722-80364
152002,2700 W @ 5514 S,40.650851,-111.957966,78722-80364
152003,2700 W @ 5730 S,40.647392,-111.957952,78722-80364
152005,2700 W @ 5928 S,40.643738,-111.957964,78722-80364
152006,2700 W @ 6102 S,40.639973,-111.957957,78722-80364
152007,2700 W @ 6210 S,40.637777,-111.957946,78722-80364
152008,3200 W @ 6602 S,40.631068,-111.967444,78724-80365
152009,2700 W @ 6400 S,40.635104,-111.957942,78722-80364
152010,2700 W @ 6538 S,40.632919,-111.957943,78722-80364
152011,2700 W @ 6694 S,40.629804,-111.957941,78722-80364
152012,2700 W @ 6800 S,40.628105,-111.957931,78722-80364
152013,2700 W @ 6900 S,40.626037,-111.957925,78722-80364
152014,2700 W @ 6992 S,40.624423,-111.957933,78722-80364
152018,2700 W @ 7520 S,40.614483,-111.957897,78722-80364
152020,2700 W @ 7531 S,40.614404,-111.957698,78722-80364
152023,3200 W @ 5865 S,40.644705,-111.967304,78724-80365
152025,2700 W @ 6867 S,40.626347,-111.957727,78722-80364
152026,2700 W @ 6771 S,40.628211,-111.957747,78722-80364
152027,2700 W @ 6683 S,40.629872,-111.957756,78722-80364
152028,2700 W @ 6549 S,40.632538,-111.957736,78722-80364
152029,2700 W @ 6387 S,40.635089,-111.957738,78722-80364
152031,2700 W @ 6245 S,40.637763,-111.957746,78722-80364
152032,2700 W @ 6055 S,40.641115,-111.957753,78722-80364
152033,2700 W @ 5901 S,40.643932,-111.957759,78722-80364
152034,2700 W @ 5821 S,40.645248,-111.957764,78722-80364
152035,2700 W @ 5737 S,40.646638,-111.957764,78722-80364
152036,2700 W @ 5485 S,40.651344,-111.957781,78722-80364
152037,3200 W @ 5404 S,40.652552,-111.967487,78724-80365
152038,3200 W @ 5558 S,40.650381,-111.967481,78724-80365
152039,3200 W @ 5668 S,40.648361,-111.967479,78724-80365
152041,3200 W @ 5886 S,40.642697,-111.967447,78724-80365
152043,3200 W @ 6484 S,40.633385,-111.967447,78724-80365
152044,JORDAN LANDING BLVD @ 7181 S,40.620435,-111.982345,78836-78837-80414-80415
152045,3200 W @ 6774 S,40.628178,-111.967447,78724-80365
152046,3200 W @ 7080 S,40.622734,-111.967456,78724-78836-80365-80414
152047,3200 W @ 7218 S,40.620161,-111.967473,78724-78836-80365-80414
152048,3200 W @ 7348 S,40.617831,-111.967494,78724-78836-80365-80414
152049,3200 W @ 7488 S,40.615645,-111.967513,78724-78836-80365-80414
152050,3200 W @ 7640 S,40.613353,-111.967522,78724-78836-80365-80414
152051,3200 W @ 7740 S,40.610738,-111.967541,78724-78836-80365-80414
152053,3200 W @ 7487 S,40.615686,-111.967347,78724-80365
152054,3200 W @ 7347 S,40.617777,-111.967321,78724-80365
152055,3200 W @ 7253 S,40.619372,-111.967313,78724-80365
152056,3200 W @ 6871 S,40.626271,-111.967278,78724-80365
152057,3200 W @ 6735 S,40.628801,-111.967266,78724-80365
152058,3200 W @ 6505 S,40.633343,-111.967268,78724-80365
152059,3200 W @ 6385 S,40.635261,-111.967267,78724-80365
152060,3200 W @ 6199 S,40.639017,-111.967282,78724-80365
152061,3200 W @ 5987 S,40.642791,-111.967292,78724-80365
152063,3200 W @ 5601 S,40.649361,-111.967321,78724-80365
152064,3200 W @ 5517 S,40.650695,-111.967327,78724-80365
152066,3200 W @ 5265 S,40.655952,-111.967359,78724-80365
152067,3200 W @ 5199 S,40.657043,-111.967336,78724-80365
152068,3200 W @ 5085 S,40.659545,-111.967367,78724-80365
152069,3200 W @ 4961 S,40.661229,-111.967352,78724-80365
152071,3200 W @ 4958 S,40.661739,-111.967528,78724-80365
152072,3200 W @ 5068 S,40.660123,-111.967516,78724-80365
152073,3200 W @ 5248 S,40.656849,-111.967518,78724-80365
152074,3200 W @ 5286 S,40.655701,-111.967512,78724-80365
152077,5400 S @ 2220 W,40.653208,-111.948926,78761-80351
152079,5400 S @ 2480 W,40.653157,-111.953536,78761-80351
152080,5400 S @ 2710 W,40.653208,-111.958645,78761-80351
152081,5400 S @ 2900 W,40.653208,-111.961379,78761-80351
152082,5400 S @ 3020 W,40.653202,-111.964327,78761-80351
152083,5400 S @ 3210 W,40.653197,-111.967808,78761-80351
152084,5400 S @ 3410 W,40.653192,-111.972634,78761-80351
152085,5400 S @ 3610 W,40.653187,-111.977639,78761-80351
152087,5400 S @ 3950 W,40.653172,-111.985171,78761-80351
152088,4015 W @ 5345 S,40.653991,-111.986818,78725-80333
152091,SAMS BLVD @ 4120 W,40.655136,-111.990253,78725-80333
152092,SAMS BLVD @ 4260 W,40.656229,-111.992433,78725-80333
152093,SAMS BLVD @ 4215 W,40.655661,-111.991679,78725-80333
152094,SAMS BLVD @ 4159 W,40.654978,-111.990178,78725-80333
152101,4015 W @ 5470 S,40.651931,-111.987025,78725-80333
152103,2700 W @ 6971 S,40.624648,-111.957715,78722-80364
152104,4015 W @ 5790 S,40.64596,-111.987048,78725-80333
152105,4000 W @ 5860 S,40.644519,-111.986603,78725-80333
152106,4000 W @ 6028 S,40.641616,-111.986583,78725-80333
152109,DIXIE DR @ 6260 S,40.637362,-111.978293,78725-80333
152110,DIXIE DR @ 6348 S,40.6359,-111.978334,78725-80333
152111,DIXIE DR @ 6394 S,40.634916,-111.979368,78725-80333
152112,DIXIE DR @ 6506 S,40.633053,-111.980154,78725-80333
152113,DIXIE DR @ 6588 S,40.631739,-111.979644,78725-80333
152114,DIXIE DR @ 6702 S,40.629503,-111.978629,78725-80333
152115,DIXIE DR @ 6778 S,40.628498,-111.977875,78725-80333
152125,DIXIE DR @ 6741 S,40.628599,-111.977781,78725-80333
152126,DIXIE DR @ 6687 S,40.629781,-111.978683,78725-80333
152127,DIXIE DR @ 6593 S,40.631521,-111.979482,78725-80333
152128,DIXIE DR @ 6515 S,40.632794,-111.979787,78725-80333
152129,DIXIE DR @ 6383 S,40.635028,-111.978926,78725-80333
152130,DIXIE DR @ 6345 S,40.635992,-111.978134,78725-80333
152131,DIXIE DR @ 6225 S,40.637815,-111.978147,78725-80333
152132,6200 S @ 3501 W,40.638508,-111.974001,78771-81390
152136,6200 S @ 3534 W,40.638655,-111.975136,78771-81390
152138,4000 W @ 6145 S,40.639363,-111.986362,78725-80333
152139,4000 W @ 6015 S,40.642124,-111.986369,78725-80333
152140,4000 W @ 5865 S,40.644538,-111.98638,78725-80333
152141,4015 W @ 5781 S,40.646129,-111.986849,78725-80333
152142,4015 W @ 5601 S,40.649615,-111.98682,78725-80333
152144,5400 S @ 3955 W,40.652955,-111.985252,78761-80351
152145,5400 S @ 3715 W,40.652994,-111.979784,78761-80351
152146,5400 S @ 3595 W,40.652968,-111.976451,78761-80351
152147,5400 S @ 3401 W,40.652977,-111.971858,78761-80351
152148,5400 S @ 3185 W,40.652984,-111.966711,78761-80351
152149,5400 S @ 3017 W,40.652983,-111.964152,78761-80351
152150,5400 S @ 2861 W,40.652991,-111.961175,78761-80351
152151,5400 S @ 2675 W,40.652988,-111.957333,78761-80351
152153,5400 S @ 2365 W,40.652931,-111.951661,78761-80351
152162,5400 S @ 2195 W,40.652988,-111.947498,78761-80351
152178,6200 S @ 2315 W,40.638503,-111.950384,78771-81390
152183,6200 S @ 2278 W,40.638651,-111.949911,78771-81390
152188,MURRAY BLVD @ 593 W,40.657108,-111.908017,78761-80351
152191,3200 W @ 5348 S,40.654094,-111.967501,78724-80365
152193,7000 S @ 2220 W,40.624119,-111.948768,78836-80414
152194,7000 S @ 2350 W,40.624122,-111.951198,78836-80414
152197,3200 W @ 7115 S,40.622432,-111.967301,78724-80365
152202,3200 W @ 6878 S,40.626358,-111.967456,78724-80365
152208,3200 W @ 6608 S,40.631129,-111.967278,78724-80365
152209,7000 S @ 1900 W,40.624114,-111.942154,78836-80414
152210,7000 S @ 1990 W,40.624124,-111.944339,78836-80414
152211,7000 S @ 2130 W,40.624123,-111.946916,78836-80414
152212,7000 S @ 2660 W,40.624108,-111.957113,78836-80414
152213,DIXIE DR @ 6868 S,40.626581,-111.977484,78725-80333
152214,PLAZA CENTER DR @ 7100 S,40.622956,-111.979104,78725-78837-80333-80415
152215,PLAZA CENTER DR @ 7300 S,40.619326,-111.979567,78725-78837-80333-80415
152216,JORDAN LANDING BLVD @ 7321 S,40.618109,-111.982069,78836-78837-80414-80415
152217,3200 W @ 6398 S,40.635112,-111.967446,78724-80365
152219,DIXIE DR @ 6952 S,40.624808,-111.977478,78725-80333
152222,ALABAMA AVE @ 3639 W,40.624423,-111.977742,78725-80333
152223,DIXIE DR @ 6825 S,40.627222,-111.977321,78725-80333
152301,7000 S @ 2663 W,40.623975,-111.957251,78836-80414
152302,7000 S @ 2511 W,40.623981,-111.953839,78836-80414
152303,7000 S @ 2345 W,40.623974,-111.951231,78836-80414
152304,7000 S @ 2255 W,40.623979,-111.949408,78836-80414
152305,7000 S @ 2145 W,40.623981,-111.946877,78836-80414
152307,7000 S @ 2015 W,40.623978,-111.944638,78836-80414
152314,5400 S @ 1845 W,40.653012,-111.941882,78761-80351
153001,REDWOOD RD @ 4870 S,40.663303,-111.939009,78718-80361
153002,REDWOOD RD @ 4930 S,40.661702,-111.939008,78718-80361
153003,REDWOOD RD @ 4998 S,40.660407,-111.939006,78718-80361
153004,REDWOOD RD @ 5178 S,40.657337,-111.939003,78718-80361
153005,REDWOOD RD @ 5230 S,40.655557,-111.938993,78718-80361
153007,REDWOOD RD @ 5480 S,40.651723,-111.939043,78718-80361
153009,5400 S @ 1489 W,40.652916,-111.933627,78761-80351
153010,5400 S @ 1325 W,40.652894,-111.930658,78761-80351
153011,5400 S @ 1187 W,40.652886,-111.925479,78761-80351
153012,5400 S @ 1071 W,40.652913,-111.921642,78761-80351
153028,5400 S @ 720 W,40.653751,-111.910771,78761-80351
153029,5400 S @ 1072 W,40.653159,-111.922541,78761-80351
153030,5400 S @ 1210 W,40.653139,-111.926306,78761-80351
153031,5400 S @ 1310 W,40.653122,-111.930311,78761-80351
153050,REDWOOD RD @ 6987 S,40.624662,-111.938601,78718-80361
153051,REDWOOD RD @ 6721 S,40.62896,-111.938641,78718-80361
153053,7000 S @ 1075 W,40.623645,-111.921975,78836-80414
153064,7000 S @ 1080 W,40.623871,-111.922111,78836-80414
153069,REDWOOD RD @ 5375 S,40.653746,-111.938622,78718-80361
153070,WINCHESTER DR @ 171 W,40.632929,-111.896218,78715-80328
153071,WINCHESTER DR @ 97 W,40.633084,-111.893916,78715-80328
153072,WINCHESTER ST @ 31 E,40.63324,-111.891487,78715-80328
153073,WINCHESTER ST @ 50 E,40.63342,-111.890408,78715-80328
153075,WINCHESTER ST @ 170 W,40.633065,-111.89621,78715-80328
153076,REDWOOD RD @ 5595 S,40.649813,-111.938627,78718-80361
153077,CENTER ST @ 332 W,40.611028,-111.900443,78837-80415
153078,CENTER ST @ 287 W,40.610845,-111.899355,78759-78837-80350-80415
153106,REDWOOD RD @ 5652 S,40.648677,-111.939033,78718-80361
153108,REDWOOD RD @ 6220 S,40.637998,-111.938966,78718-80361
153110,REDWOOD RD @ 6418 S,40.634455,-111.938943,78718-80361
153111,REDWOOD RD @ 6618 S,40.631305,-111.938955,78718-80361
153112,REDWOOD RD @ 6722 S,40.628684,-111.938954,78718-80361
153113,REDWOOD RD @ 6902 S,40.625768,-111.938955,78718-80361
153114,REDWOOD RD @ 7020 S,40.623158,-111.938973,78718-80361
153115,REDWOOD RD @ 7230 S,40.619988,-111.938931,78718-80361
153116,REDWOOD RD @ 7366 S,40.617906,-111.938928,78718-80361
153117,REDWOOD RD @ 7410 S,40.616008,-111.938927,78718-80361
153118,REDWOOD RD @ 7546 S,40.613869,-111.938921,78718-80361
153119,REDWOOD RD @ 7636 S,40.612144,-111.938929,78718-80361
153120,REDWOOD RD @ 7671 S,40.612523,-111.938612,78718-80361
153121,REDWOOD RD @ 7521 S,40.615052,-111.938622,78718-80361
153122,REDWOOD RD @ 7389 S,40.616759,-111.938612,78718-80361
153123,REDWOOD RD @ 7335 S,40.618118,-111.938619,78718-80361
153124,REDWOOD RD @ 7210 S,40.620254,-111.938616,78718-80361
153125,CENTER ST @ 688 W,40.610542,-111.909827,78759-78837-80350-80415
153126,REDWOOD RD @ 6877 S,40.626307,-111.938632,78718-80361
153129,REDWOOD RD @ 6425 S,40.634331,-111.938653,78718-80361
153130,REDWOOD RD @ 6211 S,40.638332,-111.938652,78718-80361
153136,CENTER ST @ 465 W,40.610851,-111.904142,78759-78837-80350-80415
153137,CENTER ST @ 407 W,40.610855,-111.902584,78759-78837-80350-80415
153139,CENTER ST @ 177 W,40.610851,-111.896929,78759-78837-80350-80415
153141,CENTER ST @ 49 W,40.610837,-111.892762,78717-78759-80350-81380
153143,CENTER ST @ 140 W,40.611006,-111.895725,78837-80415
153144,CENTER ST @ 178 W,40.611017,-111.896844,78837-80415
153146,CENTER ST @ 423 W,40.611023,-111.902601,78837-80415
153147,CENTER ST @ 472 W,40.611037,-111.904149,78837-80415
153148,CENTER ST @ 634 W,40.610899,-111.908306,78837-80415
153149,CENTER ST @ 730 W,40.610725,-111.910706,78837-80415
153151,7200 S @ 320 W,40.620806,-111.900606,78836-80414
153153,REDWOOD RD @ 5201 S,40.656221,-111.93868,78718-80361
153154,REDWOOD RD @ 5001 S,40.660125,-111.9387,78718-80361
153155,REDWOOD RD @ 4935 S,40.661936,-111.938698,78718-80361
153167,7800 S @ 1279 W,40.609143,-111.928623,78837-80415
153168,COTTONWOOD ST @ 5192 S,40.659234,-111.894311,78713-78738-78748-78761-80351-80375-80379-81378
153170,COTTONWOOD ST @ 5149 S,40.658488,-111.8945,78713-78738-78748-78761-80351-80375-80379-81378
153171,VINE ST @ 79 W,40.662656,-111.892903,78713-78738-80375-81378
153175,VINE ST @ 304 W,40.660941,-111.899443,78748-78761-80351-80379
153178,MURRAY BLVD @ 610 W,40.657003,-111.908757,78761-80351
153191,VINE ST @ 311 W,40.660858,-111.899186,78748-78761-80351-80379
153199,CENTER ST @ 815 W,40.610346,-111.913456,78837-80415
153201,7200 S @ 740 W,40.620993,-111.911176,78836-80414
153202,7000 S @ 1200 W,40.624198,-111.927194,78836-80414
153203,7000 S @ 1402 W,40.624126,-111.931548,78836-80414
153204,7000 S @ 1516 W,40.624128,-111.934503,78836-80414
153205,7000 S @ 1660 W,40.624175,-111.937565,78836-80414
153206,7000 S @ 1750 W,40.624138,-111.939868,78836-80414
153207,7000 S @ 1759 W,40.623936,-111.940193,78836-80414
153208,7000 S @ 1675 W,40.623935,-111.937751,78836-80414
153209,7000 S @ 1501 W,40.623978,-111.934414,78836-80414
153210,7000 S @ 1381 W,40.623991,-111.931183,78836-80414
153211,7000 S @ 1275 W,40.623981,-111.928325,78836-80414
153213,7200 S @ 395 W,40.620571,-111.901047,78836-80414
153215,7200 S @ 90 W,40.620493,-111.894341,78790-81391
153217,REDWOOD RD @ 7121 S,40.62202,-111.938622,78718-80361
153218,REDWOOD RD @ 4795 S,40.664879,-111.938739,78718-80361
153220,CENTER ST @ 790 W,40.610611,-111.912349,78837-80415
154001,STATE ST @ 5020 S,40.662516,-111.8885,78712-78713-81377-81378
154003,VAN WINKLE EXPY @ 5603 S,40.649191,-111.848235,78729-78731-80368-80369
154004,VAN WINKLE EXPY @ 1291 E,40.659804,-111.855044,78729-78731-80368-80369
154006,STATE ST @ 5200 S,40.658678,-111.888499,78712-78713-81377-81378
154007,1300 E @ 5656 S,40.648372,-111.854649,78717-81380
154011,WINCHESTER DR @ 709 E,40.632045,-111.87173,78715-80328
154014,900 E @ 6038 S,40.641548,-111.866114,78715-80328
154038,STATE ST @ 6300 S,40.63481,-111.889144,78713-81378
154039,STATE ST @ 6200 S,40.636249,-111.889072,78713-81378
154040,STATE ST @ 6150 S,40.637687,-111.889034,78713-81378
154045,1300 E @ 4970 S,40.660088,-111.854594,78717-81380
154067,900 E @ 5120 S,40.659047,-111.866076,78715-80328
154068,900 E @ 5270 S,40.655585,-111.866078,78715-80328
154069,900 E @ 5380 S,40.654074,-111.866075,78715-80328
154070,900 E @ 5500 S,40.651858,-111.866068,78715-80328
154071,900 E @ 5640 S,40.649194,-111.866073,78715-80328
154073,900 E @ 5880 S,40.642983,-111.866103,78715-80328
154074,900 E @ 6108 S,40.639758,-111.866066,78715-80328
154075,900 E @ 6170 S,40.638088,-111.866078,78715-80328
154076,900 E @ 6322 S,40.636076,-111.866094,78715-80328
154077,900 E @ 6470 S,40.633282,-111.866111,78715-80328
154082,SOUTH UNION AVE @ 1165 E,40.61853,-111.859947,78717-78730-81380-81494
154085,900 E @ 7077 S,40.622595,-111.865825,78730-81494
154089,900 E @ 6585 S,40.632189,-111.865813,78715-80328
154090,900 E @ 6425 S,40.634702,-111.865806,78715-80328
154091,900 E @ 6315 S,40.636575,-111.865791,78715-80328
154092,900 E @ 6185 S,40.638902,-111.865817,78715-80328
154093,900 E @ 6095 S,40.640232,-111.865809,78715-80328
154094,900 E @ 5971 S,40.642601,-111.86578,78715-80328
154095,900 E @ 5805 S,40.645804,-111.865855,78715-80328
154097,900 E @ 5545 S,40.65088,-111.865848,78715-80328
154098,900 E @ 5485 S,40.652293,-111.865782,78715-80328
154099,900 E @ 5385 S,40.653952,-111.865785,78715-80328
154100,900 E @ 5291 S,40.65517,-111.865828,78715-80328
154113,1300 E @ 5585 S,40.649953,-111.854415,78717-81380
154114,1300 E @ 5455 S,40.652224,-111.854388,78717-81380
154115,1300 E @ 5355 S,40.654167,-111.854398,78717-81380
154116,1300 E @ 5457 S,40.655735,-111.854354,78717-81380
154117,1300 E @ 5185 S,40.65743,-111.854381,78717-81380
154118,1300 E @ 4989 S,40.661033,-111.854365,78717-81380
154119,1300 E @ 4927 S,40.662408,-111.854362,78717-81380
154120,1300 E @ 4940 S,40.662084,-111.854549,78717-81380
154122,1300 E @ 5158 S,40.657718,-111.854603,78717-81380
154123,1300 E @ 5250 S,40.655001,-111.854617,78717-81380
154124,1300 E @ 5354 S,40.654102,-111.854629,78717-81380
154125,1300 E @ 5460 S,40.65206,-111.854633,78717-81380
154126,1300 E @ 5570 S,40.650279,-111.854648,78717-81380
154128,1300 E @ 5780 S,40.646338,-111.854676,78717-81380
154129,1300 E @ 5878 S,40.644547,-111.854677,78717-81380
154130,1300 E @ 5960 S,40.643083,-111.854698,78717-81380
154132,1300 E @ 6120 S,40.639849,-111.854723,78717-81380
154133,1300 E @ 6198 S,40.638632,-111.854734,78717-81380
154134,1300 E @ 6330 S,40.636433,-111.854759,78717-81380
154135,1300 E @ 6430 S,40.634202,-111.854791,78717-81380
154136,1300 E @ 6538 S,40.632338,-111.85482,78717-81380
154138,1300 E @ 6808 S,40.627756,-111.854863,78717-81380
154139,1300 E @ 6980 S,40.626942,-111.854874,78717-81380
154141,UNION PARK AVE @ 7184 S,40.620324,-111.856373,78717-81380
154168,FORT UNION BLVD @ 1338 E,40.625968,-111.853543,78790-78815-80386-81391
154169,STATE ST @ 5400 S,40.654128,-111.888491,78713-81378
154170,STATE ST @ 5500 S,40.651358,-111.888636,78713-81378
154171,STATE ST @ 5590 S,40.649543,-111.888732,78713-81378
154172,STATE ST @ 5680 S,40.647936,-111.888817,78713-81378
154173,STATE ST @ 5760 S,40.645901,-111.888934,78713-81378
154174,STATE ST @ 5898 S,40.643172,-111.889059,78713-81378
154175,STATE ST @ 5980 S,40.641129,-111.889193,78713-81378
154176,STATE ST @ 6098 S,40.638627,-111.889315,78713-81378
154177,STATE ST @ 6206 S,40.635731,-111.889418,78713-81378
154183,STATE ST @ 7220 S,40.620131,-111.890747,78713-81378
154186,STATE ST @ 7650 S,40.612286,-111.890864,78713-81378
154189,STATE ST @ 7495 S,40.616106,-111.890477,78713-81378
154194,STATE ST @ 6895 S,40.626082,-111.889942,78713-81378
154196,STATE ST @ 6651 S,40.628494,-111.890031,78713-81378
154197,STATE ST @ 5995 S,40.640095,-111.888909,78713-81378
154198,STATE ST @ 5905 S,40.642754,-111.888785,78713-81378
154199,STATE ST @ 5775 S,40.645578,-111.888611,78713-81378
154200,STATE ST @ 5685 S,40.647499,-111.888513,78713-81378
154201,STATE ST @ 5615 S,40.648795,-111.888446,78713-81378
154202,STATE ST @ 5525 S,40.650942,-111.888348,78713-81378
154203,STATE ST @ 5435 S,40.65297,-111.888239,78713-81378
154204,STATE ST @ 5311 S,40.655434,-111.888129,78713-81378
154207,STATE ST @ 5025 S,40.662525,-111.88813,78712-81377
154208,WINCHESTER ST @ 645 E,40.632152,-111.873168,78715-80328
154209,WINCHESTER ST @ 475 E,40.632416,-111.876805,78715-80328
154210,WINCHESTER ST @ 377 E,40.632602,-111.879343,78715-80328
154211,WINCHESTER ST @ 305 E,40.632786,-111.881568,78715-80328
154212,WINCHESTER ST @ 194 E,40.632946,-111.886353,78715-80328
154213,WINCHESTER ST @ 290 E,40.632591,-111.882332,78715-80328
154214,WINCHESTER ST @ 392 E,40.632422,-111.879149,78715-80328
154215,WINCHESTER ST @ 550 E,40.632188,-111.875949,78715-80328
154216,WINCHESTER ST @ 720 E,40.631937,-111.87249,78715-80328
154217,FORT UNION BLVD @ 715 E,40.621051,-111.870947,78790-81391
154218,FORT UNION BLVD @ 589 E,40.620848,-111.874999,78790-81391
154219,FORT UNION BLVD @ 485 E,40.620859,-111.877441,78790-81391
154220,FORT UNION BLVD @ 395 E,40.620869,-111.879454,78790-81391
154221,FORT UNION BLVD @ 305 E,40.620881,-111.881684,78790-78815-80386-81391
154222,FORT UNION BLVD @ 221 E,40.620894,-111.884592,78790-81391
154227,FORT UNION BLVD @ 220 E,40.620696,-111.885372,78790-81391
154228,FORT UNION BLVD @ 272 E,40.620681,-111.882459,78790-78815-80386-81391
154229,FORT UNION BLVD @ 380 E,40.620688,-111.879851,78790-81391
154230,FORT UNION BLVD @ 486 E,40.620678,-111.877545,78790-81391
154231,FORT UNION BLVD @ 594 E,40.620631,-111.874677,78790-78815-80386-81391
154232,FORT UNION BLVD @ 720 E,40.620648,-111.871504,78790-81391
154233,FORT UNION BLVD @ 910 E,40.622042,-111.865358,78790-81391
154235,FORT UNION BLVD @ 1000 E,40.623241,-111.862088,78790-81391
154236,FORT UNION BLVD @ 1150 E,40.625205,-111.858868,78790-78815-80386-81391
154250,1300 E @ 7075 S,40.624439,-111.855071,78717-81380
154251,FORT UNION BLVD @ 1410 E,40.625749,-111.851087,78790-81391
154253,FORT UNION BLVD @ 1540 E,40.625413,-111.847738,78790-78815-80386-81391
154254,FORT UNION BLVD @ 1620 E,40.625295,-111.846329,78790-81391
154255,FORT UNION BLVD @ 1720 E,40.624996,-111.843298,78790-81391
154258,FORT UNION BLVD @ 1701 E,40.625207,-111.843613,78790-81391
154259,FORT UNION BLVD @ 1605 E,40.625494,-111.846594,78790-78815-80386-81391
154260,FORT UNION BLVD @ 1535 E,40.625594,-111.847685,78790-81391
154261,FORT UNION BLVD @ 1445 E,40.625873,-111.850596,78790-81391
154262,FORT UNION BLVD @ 1335 E,40.626165,-111.853373,78790-78815-80386-81391
154263,FORT UNION BLVD @ 1285 E,40.626246,-111.855482,78790-81391
154264,FORT UNION BLVD @ 1135 E,40.625907,-111.858154,78790-78815-80386-81391
154265,FORT UNION BLVD @ 985 E,40.623062,-111.863079,78790-81391
154266,FORT UNION BLVD @ 885 E,40.622242,-111.866703,78790-81391
154267,1300 E @ 6845 S,40.626815,-111.854668,78717-81380
154268,1300 E @ 6775 S,40.627924,-111.854661,78717-81380
154269,1300 E @ 6535 S,40.632356,-111.854599,78717-81380
154275,1300 E @ 6375 S,40.635145,-111.854556,78717-81380
154276,1300 E @ 6295 S,40.636529,-111.854505,78717-81380
154278,1300 E @ 6105 S,40.639085,-111.854454,78717-81380
154280,1300 E @ 5941 S,40.643161,-111.854452,78717-81380
154282,1300 E @ 5755 S,40.646847,-111.854412,78717-81380
154285,6600 S @ 964 E,40.63143,-111.86364,78730-78815-80386-81494
154302,9000 S @ 520 E,40.588038,-111.876625,79000-80567
154304,700 E @ 9092 S,40.586464,-111.872274,79000-80567
154305,700 E @ 9250 S,40.583811,-111.872372,79000-80567
154316,WINCHESTER DR @ 810 E,40.631701,-111.86923,78715-78815-80328-80386
154317,1300 E @ 7046 S,40.62303,-111.855778,78717-81380
154319,1300 E @ 6725 S,40.629157,-111.854618,78717-81380
154320,6600 S @ 945 E,40.631684,-111.863451,78730-78815-80386-81494
154321,WINCHESTER DR @ 875 E,40.63169,-111.866785,78715-78815-80328-80386
154322,WINCHESTER ST @ 799 E,40.631963,-111.869103,78715-80328
154329,7800 S @ 845 E,40.609644,-111.867811,78717-81380
154330,7800 S @ 799 E,40.609619,-111.869677,78717-81380
154331,7800 S @ 665 E,40.609607,-111.872982,78717-81380
154332,7800 S @ 555 E,40.609597,-111.87524,78717-81380
154333,7800 S @ 435 E,40.609606,-111.878537,78717-81380
154334,7800 S @ 385 E,40.609625,-111.879657,78717-81380
154335,7800 S @ 225 E,40.60964,-111.883201,78717-81380
154336,7800 S @ 175 E,40.609636,-111.886196,78717-81380
154337,7800 S @ 109 E,40.609638,-111.887875,78717-81380
154339,7800 S @ 110 E,40.609491,-111.888008,78717-81380
154340,7800 S @ 170 E,40.609495,-111.886261,78717-81380
154341,7800 S @ 270 E,40.609498,-111.882786,78717-81380
154343,7800 S @ 430 E,40.609478,-111.878731,78717-81380
154344,7800 S @ 530 E,40.609481,-111.876147,78717-81380
154345,7800 S @ 740 E,40.60947,-111.870921,78717-81380
154346,7800 S @ 836 E,40.609467,-111.867779,78717-81380
154347,7800 S @ 948 E,40.609489,-111.864316,78717-81380
154348,1000 E @ 7755 S,40.610373,-111.862575,78717-81380
154349,1000 E @ 7665 S,40.612039,-111.862576,78717-81380
154350,1000 E @ 7555 S,40.614081,-111.862569,78717-81380
154351,1000 E @ 7415 S,40.61654,-111.862556,78717-81380
154352,1000 E @ 7335 S,40.617892,-111.862364,78717-81380
154354,SOUTH UNION AVE @ 1092 E,40.618302,-111.859585,78717-78730-81380-81494
154355,UNION PARK AVE @ 7175 S,40.620682,-111.855734,78717-81380
154357,900 E @ 5800 S,40.645807,-111.86609,78715-80328
154362,900 E @ 5915 S,40.644122,-111.865815,78715-80328
154363,1000 E @ 7410 S,40.616576,-111.862715,78717-81380
154364,1000 E @ 7544 S,40.614419,-111.862713,78717-81380
154365,1000 E @ 7670 S,40.612175,-111.862707,78717-81380
154366,1000 E @ 7778 S,40.610399,-111.862722,78717-81380
154369,STATE ST @ 5270 S,40.657209,-111.888503,78712-78713-81377-81378
